website,date,year,month,device,channel_group,active_users,new_users,sessions,sessions_per_user,screen_page_views,engaged_sessions,user_engagement_duration,average_session_duration,engagement_rate,new_users_ratio,new_users_ratio
WEB_06,01/05/2023,2023,5,mobile,Referral,171,158,194,1.134502924,4,122,88794,387.9162553,0.628865979,0.923976608,0.923976608
WEB_06,01/05/2023,2023,5,mobile,Organic Social,110,110,112,1.018181818,0,13,979,409.151092,0.116071429,1,1
WEB_06,01/05/2023,2023,5,tablet,Direct,84,80,93,1.107142857,0,32,14498,520.8294559,0.344086022,0.952380952,0.952380952
WEB_06,01/05/2023,2023,5,mobile,Unassigned,70,70,76,1.085714286,0,38,49205,659.2775563,0.5,1,1
WEB_06,01/05/2023,2023,5,desktop,Organic Social,46,42,59,1.282608696,0,23,5671,292.9636532,0.389830508,0.913043478,0.913043478
WEB_06,01/05/2023,2023,5,desktop,Unassigned,27,27,29,1.074074074,0,15,6582,282.8446096,0.517241379,1,1
WEB_06,01/05/2023,2023,5,tablet,Referral,11,11,13,1.181818182,2,4,7269,461.708615,0.307692308,1,1
WEB_06,01/05/2023,2023,5,tablet,Organic Social,2,2,2,1,0,1,204,426.450131,0.5,1,1
WEB_06,01/05/2023,2023,5,tablet,Unassigned,2,2,2,1,0,1,204,409.3912804,0.5,1,1
WEB_06,01/06/2023,2023,6,mobile,Organic Search,29444,28293,32598,1.107118598,364,22650,16030306,345.5687339,0.694827904,0.960908844,0.960908844
WEB_06,01/06/2023,2023,6,desktop,Organic Search,15888,14883,18474,1.16276435,132,13412,9951351,460.4261597,0.725993288,0.936744713,0.936744713
WEB_06,01/06/2023,2023,6,tablet,Organic Search,1740,1649,1951,1.121264368,4,1389,1069640,331.2639708,0.711942594,0.947701149,0.947701149
WEB_06,01/06/2023,2023,6,mobile,Direct,1549,1531,1761,1.136862492,10,591,326740,348.3372817,0.33560477,0.9883796,0.9883796
WEB_06,01/06/2023,2023,6,desktop,Direct,1212,1180,1340,1.105610561,4,500,244270,488.8241355,0.373134328,0.97359736,0.97359736
WEB_06,01/06/2023,2023,6,mobile,Organic Social,331,327,344,1.039274924,4,40,15939,312.8870498,0.11627907,0.987915408,0.987915408
WEB_06,01/06/2023,2023,6,mobile,Referral,236,211,251,1.063559322,4,144,100572,343.0327608,0.573705179,0.894067797,0.894067797
WEB_06,01/06/2023,2023,6,desktop,Referral,203,175,276,1.359605911,28,209,206353,322.2774171,0.757246377,0.862068966,0.862068966
WEB_06,01/06/2023,2023,6,tablet,Direct,74,67,97,1.310810811,0,40,26452,347.042193,0.412371134,0.905405405,0.905405405
WEB_06,01/06/2023,2023,6,mobile,Unassigned,72,72,76,1.055555556,0,38,43751,391.1883167,0.5,1,1
WEB_06,01/06/2023,2023,6,desktop,Organic Social,48,42,68,1.416666667,0,34,28846,284.398471,0.5,0.875,0.875
WEB_06,01/06/2023,2023,6,desktop,Unassigned,42,42,46,1.095238095,0,23,19366,976.476563,0.5,1,1
WEB_06,01/06/2023,2023,6,tablet,Referral,11,11,13,1.181818182,2,11,7970,414.5868755,0.846153846,1,1
WEB_06,01/06/2023,2023,6,tablet,Organic Social,10,10,10,1,0,2,1020,373.9057327,0.2,1,1
WEB_06,01/07/2023,2023,7,mobile,Organic Search,23005,21941,24930,1.083677461,216,18016,11990617,338.2791355,0.722663458,0.953749185,0.953749185
WEB_06,01/07/2023,2023,7,desktop,Organic Search,11022,10347,12392,1.124296861,140,9166,6745178,441.8796783,0.739670755,0.938758846,0.938758846
WEB_06,01/07/2023,2023,7,mobile,Direct,1379,1360,1541,1.117476432,24,519,295474,361.5070941,0.336794289,0.9862219,0.9862219
WEB_06,01/07/2023,2023,7,tablet,Organic Search,1216,1140,1347,1.107730263,6,965,778546,459.6613708,0.71640683,0.9375,0.9375
WEB_06,01/07/2023,2023,7,desktop,Direct,1083,1064,1319,1.217913204,40,494,191039,680.4683085,0.374526156,0.98245614,0.98245614
WEB_06,01/07/2023,2023,7,mobile,Referral,262,249,302,1.152671756,2,173,140366,391.2465935,0.572847682,0.950381679,0.950381679
WEB_06,01/07/2023,2023,7,mobile,Organic Social,165,160,194,1.175757576,0,27,1591,308.2837785,0.139175258,0.96969697,0.96969697
WEB_06,01/07/2023,2023,7,desktop,Referral,139,118,194,1.395683453,24,135,102326,385.3431729,0.695876289,0.848920863,0.848920863
WEB_06,01/07/2023,2023,7,tablet,Direct,57,51,63,1.105263158,2,27,35537,287.49234,0.428571429,0.894736842,0.894736842
WEB_06,01/07/2023,2023,7,mobile,Unassigned,51,51,63,1.235294118,2,32,22984,426.6703281,0.507936508,1,1
WEB_06,01/07/2023,2023,7,desktop,Unassigned,29,29,32,1.103448276,0,16,12226,366.5358656,0.5,1,1
WEB_06,01/07/2023,2023,7,desktop,Organic Social,19,17,23,1.210526316,0,11,7956,396.0878288,0.47826087,0.894736842,0.894736842
WEB_06,01/07/2023,2023,7,tablet,Referral,6,4,6,1,0,4,4542,439.6460619,0.666666667,0.666666667,0.666666667
WEB_06,01/07/2023,2023,7,tablet,Organic Social,4,4,4,1,0,2,408,535.645146,0.5,1,1
WEB_06,01/08/2023,2023,8,mobile,Organic Search,15025,14288,16623,1.106356073,218,11368,7721849,301.8678714,0.683871744,0.950948419,0.950948419
WEB_06,01/08/2023,2023,8,desktop,Organic Search,9055,8436,10387,1.147101049,332,7556,5172692,336.7387892,0.727447771,0.931639978,0.931639978
WEB_06,01/08/2023,2023,8,mobile,Direct,1020,1013,1121,1.099019608,12,441,247180,348.037209,0.393398751,0.993137255,0.993137255
WEB_06,01/08/2023,2023,8,desktop,Direct,933,906,1117,1.19721329,78,433,284104,284.8397009,0.387645479,0.971061093,0.971061093
WEB_06,01/08/2023,2023,8,tablet,Organic Search,844,787,929,1.1007109,0,661,519003,347.5858124,0.711517761,0.932464455,0.932464455
WEB_06,01/08/2023,2023,8,desktop,Unassigned,418,399,6,0.014354067,13740,3,3842,282.9560152,0.5,0.954545455,0.954545455
WEB_06,01/08/2023,2023,8,mobile,Organic Social,268,262,276,1.029850746,0,34,5753,284.9727105,0.123188406,0.97761194,0.97761194
WEB_06,01/08/2023,2023,8,desktop,Referral,139,116,190,1.366906475,106,124,108406,424.6283046,0.652631579,0.834532374,0.834532374
WEB_06,01/08/2023,2023,8,mobile,Referral,139,129,160,1.151079137,2,78,73658,358.5415702,0.4875,0.928057554,0.928057554
WEB_06,01/08/2023,2023,8,tablet,Direct,36,32,46,1.277777778,0,15,19448,331.4897147,0.326086957,0.888888889,0.888888889
WEB_06,01/08/2023,2023,8,mobile,Unassigned,29,29,32,1.103448276,0,16,16048,468.34961,0.5,1,1
WEB_06,01/08/2023,2023,8,desktop,Organic Social,25,21,29,1.16,0,19,14742,330.393045,0.655172414,0.84,0.84
WEB_06,01/08/2023,2023,8,tablet,Organic Social,6,6,6,1,0,3,612,308.5764129,0.5,1,1
WEB_06,01/08/2023,2023,8,tablet,Referral,6,6,6,1,0,4,218,341.2960115,0.666666667,1,1
WEB_06,01/09/2023,2023,9,mobile,Organic Search,15329,14793,17224,1.123621893,220,12133,8121893,301.0004421,0.704424059,0.965033596,0.965033596
WEB_06,01/09/2023,2023,9,desktop,Organic Search,9821,9263,11377,1.158436004,310,7889,5499840,341.114554,0.693416542,0.943182975,0.943182975
WEB_06,01/09/2023,2023,9,mobile,Direct,1142,1117,1294,1.133099825,32,490,281058,323.4665273,0.378670788,0.978108581,0.978108581
WEB_06,01/09/2023,2023,9,tablet,Organic Search,870,827,998,1.147126437,0,707,567202,326.4558328,0.708416834,0.950574713,0.950574713
WEB_06,01/09/2023,2023,9,desktop,Direct,711,676,809,1.137834037,34,323,167525,373.0086966,0.399258344,0.950773558,0.950773558
WEB_06,01/09/2023,2023,9,mobile,Organic Social,194,194,201,1.036082474,0,29,11533,446.3374259,0.144278607,1,1
WEB_06,01/09/2023,2023,9,desktop,Unassigned,152,139,17,0.111842105,4380,9,10319,444.781451,0.529411765,0.914473684,0.914473684
WEB_06,01/09/2023,2023,9,desktop,Referral,124,101,154,1.241935484,22,101,90617,321.945016,0.655844156,0.814516129,0.814516129
WEB_06,01/09/2023,2023,9,mobile,Referral,78,72,80,1.025641026,0,51,30437,324.9084559,0.6375,0.923076923,0.923076923
WEB_06,01/09/2023,2023,9,tablet,Direct,49,46,57,1.163265306,0,15,20318,325.1037514,0.263157895,0.93877551,0.93877551
WEB_06,01/09/2023,2023,9,mobile,Unassigned,29,29,32,1.103448276,0,16,11315,367.0899842,0.5,1,1
WEB_06,01/09/2023,2023,9,desktop,Organic Social,21,21,30,1.428571429,4,8,5168,454.1431902,0.266666667,1,1
WEB_06,01/09/2023,2023,9,tablet,Organic Social,6,6,6,1,0,2,612,622.839804,0.333333333,1,1
WEB_06,01/09/2023,2023,9,tablet,Referral,2,2,4,2,0,2,177,283.1978882,0.5,1,1
WEB_06,01/10/2023,2023,10,mobile,Organic Search,16731,16270,18681,1.116550117,220,12696,10281573,289.360139,0.679621005,0.972446357,0.972446357
WEB_06,01/10/2023,2023,10,desktop,Organic Search,10948,10243,12646,1.155096821,136,8976,6627511,427.2803985,0.709789657,0.935604677,0.935604677
WEB_06,01/10/2023,2023,10,mobile,Direct,1037,1005,1153,1.111861138,16,428,265649,380.2698175,0.371205551,0.969141755,0.969141755
WEB_06,01/10/2023,2023,10,tablet,Organic Search,916,859,1015,1.108078603,2,709,632250,320.464818,0.698522167,0.937772926,0.937772926
WEB_06,01/10/2023,2023,10,desktop,Direct,644,597,777,1.206521739,150,433,243698,673.0491896,0.557271557,0.927018634,0.927018634
WEB_06,01/10/2023,2023,10,desktop,Unassigned,312,304,23,0.073717949,9600,12,22158,458.0826566,0.52173913,0.974358974,0.974358974
WEB_06,01/10/2023,2023,10,desktop,Referral,114,93,160,1.403508772,0,110,80022,311.9653922,0.6875,0.815789474,0.815789474
WEB_06,01/10/2023,2023,10,mobile,Referral,86,72,97,1.127906977,16,55,48470,327.7962034,0.567010309,0.837209302,0.837209302
WEB_06,01/10/2023,2023,10,tablet,Direct,67,55,84,1.253731343,0,32,37359,333.856276,0.380952381,0.820895522,0.820895522
WEB_06,01/10/2023,2023,10,mobile,Organic Social,59,59,70,1.186440678,0,8,4230,346.0298495,0.114285714,1,1
WEB_06,01/10/2023,2023,10,mobile,Unassigned,21,21,23,1.095238095,0,12,17598,673.712579,0.52173913,1,1
WEB_06,01/10/2023,2023,10,tablet,Referral,10,8,19,1.9,0,13,7575,308.8868656,0.684210526,0.8,0.8
WEB_06,01/10/2023,2023,10,desktop,Organic Social,8,4,10,1.25,0,6,6727,298.7504698,0.6,0.5,0.5
WEB_06,01/11/2023,2023,11,mobile,Organic Search,7908,7570,8894,1.124683864,140,6063,4574510,368.7476549,0.681695525,0.957258472,0.957258472
WEB_06,01/11/2023,2023,11,desktop,Organic Search,6728,6198,7914,1.17627824,346,5387,4274004,327.9116589,0.680692444,0.921224732,0.921224732
WEB_06,01/11/2023,2023,11,desktop,Direct,545,511,671,1.231192661,146,274,137170,726.8445591,0.408345753,0.937614679,0.937614679
WEB_06,01/11/2023,2023,11,mobile,Direct,473,462,538,1.137420719,8,167,104081,353.9460988,0.310408922,0.976744186,0.976744186
WEB_06,01/11/2023,2023,11,tablet,Organic Search,464,435,502,1.081896552,0,369,324374,370.1855245,0.735059761,0.9375,0.9375
WEB_06,01/11/2023,2023,11,desktop,Referral,158,135,220,1.392405063,6,146,136612,389.8131402,0.663636364,0.85443038,0.85443038
WEB_06,01/11/2023,2023,11,desktop,Unassigned,152,144,11,0.072368421,4560,6,9440,317.5598249,0.545454545,0.947368421,0.947368421
WEB_06,01/11/2023,2023,11,mobile,Referral,42,34,48,1.142857143,0,40,22086,562.5910521,0.833333333,0.80952381,0.80952381
WEB_06,01/11/2023,2023,11,mobile,Organic Social,40,40,44,1.1,0,11,7222,303.5052865,0.25,1,1
WEB_06,01/11/2023,2023,11,tablet,Direct,36,34,36,1,0,17,9139,339.8709743,0.472222222,0.944444444,0.944444444
WEB_06,01/11/2023,2023,11,desktop,Organic Social,13,8,17,1.307692308,4,11,3958,285.016109,0.647058824,0.615384615,0.615384615
WEB_06,01/11/2023,2023,11,mobile,Unassigned,11,11,13,1.181818182,0,7,4406,342.480227,0.538461538,1,1
WEB_06,01/11/2023,2023,11,tablet,Referral,4,4,4,1,0,4,3087,422.366143,1,1,1
WEB_06,01/11/2023,2023,11,tablet,Unassigned,2,2,2,1,0,1,340,378.7530738,0.5,1,1
WEB_06,01/12/2023,2023,12,mobile,Organic Search,5719,5554,6458,1.129218395,42,4256,2768055,552.0154037,0.659027563,0.971148802,0.971113831
WEB_06,01/12/2023,2023,12,desktop,Organic Search,5237,4788,6283,1.199732671,464,4267,3127453,401.8141656,0.679134172,0.914263892,0.914194066
WEB_06,01/12/2023,2023,12,desktop,Direct,1138,1096,1212,1.065026362,6,423,244416,372.9115222,0.349009901,0.963093146,0.963099631
WEB_06,01/12/2023,2023,12,mobile,Direct,407,372,455,1.117936118,8,162,76408,425.9912052,0.356043956,0.914004914,0.914089347
WEB_06,01/12/2023,2023,12,tablet,Organic Search,322,298,346,1.074534161,0,239,180023,294.5198524,0.690751445,0.925465839,0.926086957
WEB_06,01/12/2023,2023,12,desktop,Referral,136,109,189,1.389705882,8,127,104948,471.8897338,0.671957672,0.801470588,0.804123711
WEB_06,01/12/2023,2023,12,mobile,Unassigned,45,45,45,1,0,22,2703,297.7970039,0.488888889,1,1
WEB_06,01/12/2023,2023,12,mobile,Referral,41,38,41,1,0,29,20353,802.8279323,0.707317073,0.926829268,0.931034483
WEB_06,01/12/2023,2023,12,tablet,Direct,38,38,41,1.078947368,0,15,5541,284.822175,0.365853659,1,1
WEB_06,01/12/2023,2023,12,desktop,Unassigned,11,11,14,1.272727273,0,7,1961,284.980055,0.5,1,1
WEB_06,01/12/2023,2023,12,mobile,Organic Social,6,6,6,1,0,3,571,306.8015301,0.5,1,1
WEB_06,01/12/2023,2023,12,tablet,Referral,6,6,6,1,0,6,4148,395.1155597,1,1,1
WEB_06,01/12/2023,2023,12,desktop,Organic Social,3,3,3,1,0,1,286,413.2537175,0.333333333,1,1
WEB_07,01/01/2023,2023,1,desktop,Organic Search,15989,14600,19422,1.214710113,27122,13718,7915037,493.7442676,0.706312429,0.913127775,0.913127775
WEB_07,01/01/2023,2023,1,mobile,Organic Search,14714,14381,16669,1.132866658,19876,10304,4495589,285.3556767,0.618153459,0.977368493,0.977368493
WEB_07,01/01/2023,2023,1,desktop,Direct,2088,1794,3882,1.859195402,5694,1957,1179052,385.1462708,0.504121587,0.859195402,0.859195402
WEB_07,01/01/2023,2023,1,mobile,Direct,1100,1041,1587,1.442727273,2236,703,290265,385.6431923,0.442974165,0.946363636,0.946363636
WEB_07,01/01/2023,2023,1,tablet,Organic Search,777,756,838,1.078507079,1132,602,329079,302.5158153,0.718377088,0.972972973,0.972972973
WEB_07,01/01/2023,2023,1,desktop,Referral,635,376,1885,2.968503937,4998,1457,1599455,295.9936423,0.772944297,0.592125984,0.592125984
WEB_07,01/01/2023,2023,1,mobile,Organic Social,154,154,173,1.123376623,220,55,5726,384.145317,0.317919075,1,1
WEB_07,01/01/2023,2023,1,mobile,Referral,139,112,232,1.669064748,396,181,88400,422.471356,0.780172414,0.805755396,0.805755396
WEB_07,01/01/2023,2023,1,desktop,Organic Social,67,48,152,2.268656716,378,110,75045,285.069823,0.723684211,0.71641791,0.71641791
WEB_07,01/01/2023,2023,1,tablet,Direct,38,38,38,1,44,17,6474,375.5318246,0.447368421,1,1
WEB_07,01/01/2023,2023,1,desktop,Unassigned,32,32,34,1.0625,18,17,21801,457.193993,0.5,1,1
WEB_07,01/01/2023,2023,1,mobile,Unassigned,25,25,29,1.16,18,15,3468,406.6380383,0.517241379,1,1
WEB_07,01/01/2023,2023,1,tablet,Referral,15,10,23,1.533333333,50,21,7290,525.1713348,0.913043478,0.666666667,0.666666667
WEB_07,01/01/2023,2023,1,tablet,Organic Social,2,2,2,1,2,2,1197,413.0144948,1,1,1
WEB_07,01/02/2023,2023,2,desktop,Organic Search,10826,9622,13889,1.282929983,19390,9618,6571955,392.3834685,0.69249046,0.888786255,0.888786255
WEB_07,01/02/2023,2023,2,mobile,Organic Search,9766,9335,11060,1.132500512,13554,6093,3577562,415.8182391,0.550904159,0.955867295,0.955867295
WEB_07,01/02/2023,2023,2,desktop,Direct,1830,1577,2972,1.624043716,4630,1674,1107870,310.3544783,0.563257066,0.861748634,0.861748634
WEB_07,01/02/2023,2023,2,mobile,Direct,1085,1011,1583,1.458986175,2200,618,291203,287.3234586,0.390397979,0.931797235,0.931797235
WEB_07,01/02/2023,2023,2,desktop,Referral,540,293,1427,2.642592593,3442,1132,1078371,320.5711461,0.7932726,0.542592593,0.542592593
WEB_07,01/02/2023,2023,2,tablet,Organic Search,502,483,570,1.135458167,738,342,245426,288.5723225,0.6,0.962151394,0.962151394
WEB_07,01/02/2023,2023,2,mobile,Organic Social,207,201,217,1.048309179,248,25,17503,351.5850179,0.115207373,0.971014493,0.971014493
WEB_07,01/02/2023,2023,2,mobile,Referral,120,87,205,1.708333333,424,146,85299,972.7175497,0.712195122,0.725,0.725
WEB_07,01/02/2023,2023,2,desktop,Organic Social,95,74,122,1.284210526,284,93,74827,376.7663981,0.762295082,0.778947368,0.778947368
WEB_07,01/02/2023,2023,2,tablet,Direct,36,36,36,1,46,15,6678,453.8175959,0.416666667,1,1
WEB_07,01/02/2023,2023,2,mobile,Unassigned,29,29,29,1,30,15,8378,367.5215843,0.517241379,1,1
WEB_07,01/02/2023,2023,2,desktop,Unassigned,27,27,27,1,28,14,13790,300.9822967,0.518518519,1,1
WEB_07,01/02/2023,2023,2,desktop,Email,13,13,13,1,12,8,707,505.3887507,0.615384615,1,1
WEB_07,01/02/2023,2023,2,tablet,Referral,13,11,29,2.230769231,42,25,7698,440.9819517,0.862068966,0.846153846,0.846153846
WEB_07,01/02/2023,2023,2,tablet,Organic Social,4,4,4,1,6,2,408,458.1600557,0.5,1,1
WEB_07,01/02/2023,2023,2,tablet,Unassigned,4,4,4,1,4,2,14,433.6498247,0.5,1,1
WEB_07,01/02/2023,2023,2,mobile,Email,2,2,2,1,2,1,204,344.2546421,0.5,1,1
WEB_07,01/03/2023,2023,3,desktop,Organic Search,13505,12124,18092,1.339651981,476,11995,7416379,373.2345635,0.663000221,0.897741577,0.897741577
WEB_07,01/03/2023,2023,3,mobile,Organic Search,12481,12052,14155,1.134123868,388,7661,4284884,309.834594,0.541222183,0.965627754,0.965627754
WEB_07,01/03/2023,2023,3,desktop,Direct,1818,1577,3200,1.760176018,296,1767,940263,436.871977,0.5521875,0.867436744,0.867436744
WEB_07,01/03/2023,2023,3,mobile,Direct,1467,1423,2037,1.388548057,132,671,355572,570.5625045,0.329405989,0.970006817,0.970006817
WEB_07,01/03/2023,2023,3,desktop,Referral,587,359,1797,3.06132879,946,1397,1166581,365.5787905,0.777406789,0.611584327,0.611584327
WEB_07,01/03/2023,2023,3,tablet,Organic Search,561,545,663,1.181818182,6,353,222278,490.6145189,0.532428356,0.971479501,0.971479501
WEB_07,01/03/2023,2023,3,mobile,Organic Social,141,139,158,1.120567376,2,23,3754,383.4023882,0.14556962,0.985815603,0.985815603
WEB_07,01/03/2023,2023,3,mobile,Referral,106,82,171,1.613207547,6,129,68666,523.8324004,0.754385965,0.773584906,0.773584906
WEB_07,01/03/2023,2023,3,desktop,Organic Social,67,46,118,1.76119403,0,51,28370,365.7578744,0.43220339,0.686567164,0.686567164
WEB_07,01/03/2023,2023,3,tablet,Direct,63,61,68,1.079365079,0,17,15898,341.9942476,0.25,0.968253968,0.968253968
WEB_07,01/03/2023,2023,3,desktop,Unassigned,25,25,25,1,0,13,10431,436.4419996,0.52,1,1
WEB_07,01/03/2023,2023,3,mobile,Unassigned,21,21,25,1.19047619,0,13,5576,462.8541092,0.52,1,1
WEB_07,01/03/2023,2023,3,tablet,Referral,10,8,15,1.5,4,11,4270,299.2690567,0.733333333,0.8,0.8
WEB_07,01/03/2023,2023,3,desktop,Email,8,6,15,1.875,0,6,2720,393.671225,0.4,0.75,0.75
WEB_07,01/03/2023,2023,3,tablet,Unassigned,8,8,8,1,0,4,1754,418.3070229,0.5,1,1
WEB_07,01/04/2023,2023,4,desktop,Organic Search,12329,11005,15350,1.245032038,488,10325,6448454,332.7357718,0.672638436,0.892610917,0.892610917
WEB_07,01/04/2023,2023,4,mobile,Organic Search,12120,11734,14261,1.176650165,316,7380,3922390,299.2635327,0.517495267,0.968151815,0.968151815
WEB_07,01/04/2023,2023,4,desktop,Direct,1630,1406,2784,1.70797546,280,1455,778586,373.0090039,0.52262931,0.862576687,0.862576687
WEB_07,01/04/2023,2023,4,mobile,Direct,1370,1307,1860,1.357664234,74,623,316649,461.1853049,0.334946237,0.954014599,0.954014599
WEB_07,01/04/2023,2023,4,mobile,Organic Social,1049,1049,1110,1.05815062,10,150,36026,369.4504777,0.135135135,1,1
WEB_07,01/04/2023,2023,4,desktop,Referral,855,648,1826,2.135672515,528,1400,1193237,503.3600445,0.766703176,0.757894737,0.757894737
WEB_07,01/04/2023,2023,4,tablet,Organic Search,540,517,621,1.15,4,352,236708,365.1766054,0.566827697,0.957407407,0.957407407
WEB_07,01/04/2023,2023,4,desktop,Organic Social,327,312,386,1.180428135,8,260,87312,360.7467557,0.67357513,0.95412844,0.95412844
WEB_07,01/04/2023,2023,4,mobile,Referral,144,116,215,1.493055556,0,160,103700,705.2083549,0.744186047,0.805555556,0.805555556
WEB_07,01/04/2023,2023,4,tablet,Direct,48,48,48,1,0,10,9003,296.8183588,0.208333333,1,1
WEB_07,01/04/2023,2023,4,desktop,Unassigned,40,40,40,1,0,20,9384,304.2465493,0.5,1,1
WEB_07,01/04/2023,2023,4,mobile,Unassigned,21,21,23,1.095238095,0,12,1102,337.4225424,0.52173913,1,1
WEB_07,01/04/2023,2023,4,tablet,Organic Social,21,21,21,1,0,4,830,658.721147,0.19047619,1,1
WEB_07,01/04/2023,2023,4,tablet,Referral,21,19,27,1.285714286,2,17,7358,453.4179471,0.62962963,0.904761905,0.904761905
WEB_07,01/04/2023,2023,4,tablet,Unassigned,2,2,2,1,0,1,394,292.6980373,0.5,1,1
WEB_07,01/05/2023,2023,5,mobile,Organic Search,13857,13496,16108,1.162444974,392,9559,5436070,362.9360045,0.593431835,0.973948185,0.973948185
WEB_07,01/05/2023,2023,5,desktop,Organic Search,13243,11976,16961,1.280752095,558,11670,6782932,449.0000763,0.688049054,0.904326814,0.904326814
WEB_07,01/05/2023,2023,5,mobile,Direct,1759,1716,2242,1.274587834,88,1032,485479,345.2090083,0.460303301,0.975554292,0.975554292
WEB_07,01/05/2023,2023,5,desktop,Direct,1524,1311,2580,1.692913386,310,1345,822120,486.886225,0.521317829,0.86023622,0.86023622
WEB_07,01/05/2023,2023,5,mobile,Organic Social,635,633,667,1.050393701,0,114,44377,346.2374359,0.170914543,0.996850394,0.996850394
WEB_07,01/05/2023,2023,5,tablet,Organic Search,542,511,659,1.215867159,6,393,248839,417.7229984,0.596358118,0.942804428,0.942804428
WEB_07,01/05/2023,2023,5,desktop,Referral,488,304,1416,2.901639344,552,1055,946982,615.2597183,0.745056497,0.62295082,0.62295082
WEB_07,01/05/2023,2023,5,mobile,Referral,131,97,211,1.610687023,6,160,95975,352.4010114,0.758293839,0.740458015,0.740458015
WEB_07,01/05/2023,2023,5,desktop,Organic Social,112,95,127,1.133928571,2,93,34476,420.3974421,0.732283465,0.848214286,0.848214286
WEB_07,01/05/2023,2023,5,tablet,Direct,78,76,84,1.076923077,0,40,13396,291.7839621,0.476190476,0.974358974,0.974358974
WEB_07,01/05/2023,2023,5,mobile,Unassigned,32,32,34,1.0625,0,17,16320,367.6036424,0.5,1,1
WEB_07,01/05/2023,2023,5,desktop,Unassigned,29,29,34,1.172413793,4,17,16959,295.8298937,0.5,1,1
WEB_07,01/05/2023,2023,5,tablet,Referral,13,11,13,1,0,10,4366,318.555892,0.769230769,0.846153846,0.846153846
WEB_07,01/05/2023,2023,5,tablet,Organic Social,6,6,6,1,0,4,1374,491.319025,0.666666667,1,1
WEB_07,01/06/2023,2023,6,mobile,Organic Search,15310,14782,17721,1.157478772,336,11011,5769134,366.1573841,0.621353197,0.965512737,0.965512737
WEB_07,01/06/2023,2023,6,desktop,Organic Search,11934,10969,14793,1.239567622,532,10213,5858472,474.9951282,0.690394105,0.919138596,0.919138596
WEB_07,01/06/2023,2023,6,mobile,Direct,5200,5105,5890,1.132692308,100,3380,1663158,338.0762558,0.57385399,0.981730769,0.981730769
WEB_07,01/06/2023,2023,6,desktop,Direct,1642,1417,2445,1.489037759,190,1370,763014,488.5723906,0.560327198,0.862971985,0.862971985
WEB_07,01/06/2023,2023,6,tablet,Organic Search,697,665,741,1.06312769,0,481,295555,356.0826125,0.649122807,0.954088953,0.954088953
WEB_07,01/06/2023,2023,6,mobile,Organic Social,623,619,669,1.073836276,8,78,17082,401.8598294,0.116591928,0.993579454,0.993579454
WEB_07,01/06/2023,2023,6,desktop,Referral,473,306,1448,3.061310782,684,1110,1120790,418.5075916,0.766574586,0.646934461,0.646934461
WEB_07,01/06/2023,2023,6,tablet,Direct,226,224,247,1.092920354,4,124,68367,294.6636282,0.502024291,0.991150442,0.991150442
WEB_07,01/06/2023,2023,6,mobile,Referral,188,152,293,1.558510638,10,213,168803,280.9699859,0.726962457,0.808510638,0.808510638
WEB_07,01/06/2023,2023,6,desktop,Organic Social,137,122,148,1.080291971,0,118,48266,338.4396862,0.797297297,0.890510949,0.890510949
WEB_07,01/06/2023,2023,6,mobile,Unassigned,34,34,36,1.058823529,0,18,6691,446.8681908,0.5,1,1
WEB_07,01/06/2023,2023,6,desktop,Unassigned,29,2,30,1.034482759,0,2,10676,376.0210582,0.066666667,0.068965517,0.068965517
WEB_07,01/06/2023,2023,6,tablet,Referral,17,15,19,1.117647059,0,19,13124,435.4688249,1,0.882352941,0.882352941
WEB_07,01/06/2023,2023,6,tablet,Organic Social,8,8,8,1,0,2,816,372.9000324,0.25,1,1
WEB_07,01/07/2023,2023,7,mobile,Organic Search,11805,11221,13538,1.146802202,172,8598,4766365,460.9116869,0.635101197,0.950529437,0.950529437
WEB_07,01/07/2023,2023,7,desktop,Organic Search,8295,7539,10154,1.22411091,414,7007,4260690,348.5681078,0.690072878,0.908860759,0.908860759
WEB_07,01/07/2023,2023,7,mobile,Direct,2155,2060,2671,1.239443155,46,1454,818611,524.1975733,0.544365406,0.955916473,0.955916473
WEB_07,01/07/2023,2023,7,desktop,Direct,1300,1094,2029,1.560769231,172,1072,573417,408.2713361,0.528339083,0.841538462,0.841538462
WEB_07,01/07/2023,2023,7,tablet,Organic Search,485,462,532,1.096907216,18,336,202858,443.1475594,0.631578947,0.95257732,0.95257732
WEB_07,01/07/2023,2023,7,desktop,Referral,447,264,1284,2.872483221,542,986,944234,381.4595103,0.767912773,0.590604027,0.590604027
WEB_07,01/07/2023,2023,7,mobile,Organic Social,302,300,312,1.033112583,0,44,24099,314.9992087,0.141025641,0.993377483,0.993377483
WEB_07,01/07/2023,2023,7,mobile,Referral,171,131,247,1.444444444,6,160,100626,299.219864,0.647773279,0.766081871,0.766081871
WEB_07,01/07/2023,2023,7,tablet,Direct,57,53,68,1.192982456,0,40,27363,385.4713552,0.588235294,0.929824561,0.929824561
WEB_07,01/07/2023,2023,7,desktop,Organic Social,21,21,55,2.619047619,4,17,5481,284.7601323,0.309090909,1,1
WEB_07,01/07/2023,2023,7,mobile,Unassigned,19,19,21,1.105263158,0,11,6378,403.0722765,0.523809524,1,1
WEB_07,01/07/2023,2023,7,tablet,Referral,11,10,15,1.363636364,0,11,12318,292.8376373,0.733333333,0.909090909,0.909090909
